dbp12485415,gbmb8681
dbp13919544,gbmb25245
dbp20470587,gbmb23532
dbp27057763,gbmb29823
dbp1620025,gbmb5223
dbp4949050,gbmb9223
dbp10984512,gbmb9504
dbp1538484,gbmb7306
dbp14656124,gbmb21716
dbp1240149,gbmb9137
dbp2948437,gbmb3881
dbp10526724,gbmb11018
dbp22441621,gbmb26487
dbp17670519,gbmb7860
dbp11814978,gbmb5919
dbp3652716,gbmb6328
dbp1332879,gbmb6930
dbp26010223,gbmb29233
dbp25933609,gbmb29700
dbp2239345,gbmb23549
dbp1836389,gbmb7105
dbp4732472,gbmb9526
dbp22449744,gbmb25894
dbp2910947,gbmb4609
dbp24095304,gbmb7554
dbp2452771,gbmb8930
dbp13927720,gbmb6657
dbp12242943,gbmb20857
dbp1218754,gbmb16939
dbp5177899,gbmb6052
dbp17738579,gbmb22562
dbp10107296,gbmb24522
dbp20177414,gbmb27099
dbp2066117,gbmb26967
dbp5775139,gbmb7539
dbp1553078,gbmb22167
dbp4403994,gbmb7421
dbp11740906,gbmb4998
dbp2643340,gbmb7458
dbp1454497,gbmb3641
dbp4067832,gbmb8285
dbp2491305,gbmb3726
dbp4820507,gbmb8837
dbp1351713,gbmb5531
dbp26120110,gbmb29992
dbp1273678,gbmb16442
dbp15873474,gbmb20848
dbp1373441,gbmb1417
dbp11396180,gbmb6083
dbp2039969,gbmb2448
dbp2570812,gbmb7815
dbp3769100,gbmb5810
dbp133266,gbmb5333
dbp17649209,gbmb20963
dbp1194591,gbmb7227
dbp10828670,gbmb21800
dbp20773616,gbmb22885
dbp1839324,gbmb7947
dbp2362259,gbmb5288
dbp24306778,gbmb27573
dbp575904,gbmb8384
dbp14750348,gbmb8136
dbp37960557,gbmb8403
dbp1973847,gbmb5326
dbp2804960,gbmb3637
dbp167723,gbmb4276
dbp23160352,gbmb29439
dbp4962690,gbmb5208
dbp1426589,gbmb9419
dbp1241000,gbmb21183
dbp10822701,gbmb27662
dbp2046853,gbmb8258
dbp3680792,gbmb5037
dbp1073552,gbmb6539
dbp2752105,gbmb5397
dbp2265814,gbmb9336
dbp144231,gbmb8307
dbp12111422,gbmb15298
dbp16004790,gbmb20837
dbp25833762,gbmb29596
dbp8684736,gbmb8948
dbp161487,gbmb9638
dbp24011465,gbmb5414
dbp25005258,gbmb29028
dbp6421684,gbmb7084
dbp23711061,gbmb27388
dbp1615808,gbmb8916
dbp753337,gbmb8902
dbp237478,gbmb8876
dbp2321930,gbmb7777
dbp22811081,gbmb26458
dbp1895055,gbmb23652
dbp410696,gbmb9589
dbp22232672,gbmb8510
dbp18141355,gbmb20933
dbp1561047,gbmb9775
dbp4333869,gbmb9789
dbp16460026,gbmb9423
dbp19624492,gbmb4174
dbp15521109,gbmb21518
dbp12562265,gbmb4083
dbp2281576,gbmb6925
dbp1187764,gbmb3627
dbp12447440,gbmb29294
dbp23511133,gbmb25211
dbp11486821,gbmb12593
dbp1010984,gbmb5697
dbp2855892,gbmb8966
dbp11837908,gbmb21403
dbp4905353,gbmb9410
dbp18762968,gbmb21085
dbp12189373,gbmb16944
dbp14657999,gbmb22279
dbp2053053,gbmb4384
dbp23227809,gbmb26597
dbp4579141,gbmb5706
dbp12452112,gbmb24684
dbp6454658,gbmb9578
dbp2505868,gbmb6711
dbp421077,gbmb4319
dbp2784525,gbmb3238
dbp12856842,gbmb8637
dbp12514847,gbmb25983
dbp30863624,gbmb9949
dbp3215234,gbmb9071
dbp3271567,gbmb5941
dbp11955962,gbmb29090
dbp1913170,gbmb28966
dbp16675306,gbmb21029
dbp26399713,gbmb5953
dbp10947814,gbmb21777
dbp2606012,gbmb8122
dbp22992896,gbmb26657
dbp11946994,gbmb15704
dbp25435963,gbmb3688
dbp20482536,gbmb3228
dbp15521709,gbmb20930
dbp21591744,gbmb25358
dbp3898244,gbmb9881
dbp3373612,gbmb4125
dbp21376530,gbmb9923
dbp18626575,gbmb21410
dbp1047184,gbmb9011
dbp1727565,gbmb4287
dbp1559112,gbmb16253
dbp25804003,gbmb29485
dbp21917772,gbmb29299
dbp2148631,gbmb6139
dbp10772117,gbmb6120
dbp11495977,gbmb20891
dbp23955803,gbmb27814
dbp2448753,gbmb5144
dbp17349998,gbmb23138
dbp20063102,gbmb6882
dbp3211745,gbmb9220
dbp1083993,gbmb21646
dbp13418732,gbmb1887
dbp25095463,gbmb29990
dbp1640471,gbmb3843
dbp15815435,gbmb21642
dbp23016115,gbmb24544
dbp10891776,gbmb25636
dbp2528669,gbmb3690
dbp24298061,gbmb25790
dbp1466151,gbmb4204
dbp2261019,gbmb23331
dbp12744577,gbmb25328
dbp23249897,gbmb25874
dbp15470709,gbmb23584
dbp12917247,gbmb20926
dbp31291293,gbmb3552
dbp15506991,gbmb23217
dbp2363641,gbmb3059
dbp12090224,gbmb25311
dbp26972276,gbmb9400
dbp24509720,gbmb28437
dbp22612336,gbmb26097
dbp1199406,gbmb5013
dbp18254161,gbmb3063
dbp1287167,gbmb5571
dbp42245834,gbmb6330
dbp2180039,gbmb4398
dbp1279101,gbmb21652
dbp2063451,gbmb5827
dbp24523459,gbmb28080
dbp6205567,gbmb6355
dbp10052048,gbmb20864
dbp4826164,gbmb5308
dbp357017,gbmb9058
dbp11279153,gbmb2885
dbp5629700,gbmb8595
dbp1563339,gbmb3552
dbp193050,gbmb2231
dbp22355608,gbmb25787
dbp2953200,gbmb3985
dbp7671170,gbmb8937
dbp12221586,gbmb15596
dbp1733479,gbmb8496
dbp22829586,gbmb26412
dbp15271417,gbmb4569
dbp20352679,gbmb4829
dbp38346368,gbmb6028
dbp16999607,gbmb9139
dbp2474729,gbmb27390
dbp2466905,gbmb2619
dbp1574804,gbmb5279
dbp23208251,gbmb25517
dbp19199156,gbmb22678
dbp19557027,gbmb22382
dbp25986073,gbmb29186
dbp23566916,gbmb6837
dbp1874857,gbmb21376
dbp2953400,gbmb4996
dbp12911902,gbmb6403
dbp13249877,gbmb6004
dbp2842089,gbmb6940
dbp1309709,gbmb27070
dbp1572492,gbmb9061
dbp23397715,gbmb27725
dbp2830250,gbmb5435
dbp24808141,gbmb9675
dbp11585365,gbmb27613
dbp15157924,gbmb5613
dbp13554058,gbmb21235
dbp1697971,gbmb8986
dbp15980415,gbmb20797
dbp22986478,gbmb26636
dbp24773220,gbmb27487
dbp19789484,gbmb21607
dbp20188563,gbmb3375
dbp2488039,gbmb5939
dbp18521166,gbmb25031
dbp10927178,gbmb3267
dbp10440883,gbmb1528
dbp4813833,gbmb7954
dbp4139504,gbmb5724
dbp1153379,gbmb1393
dbp1373441,gbmb3118
dbp201704,gbmb9953
dbp5790838,gbmb6800
dbp23225193,gbmb25120
dbp25992553,gbmb26920
dbp1563891,gbmb4584
dbp17028381,gbmb28779
dbp13624264,gbmb3149
dbp24477105,gbmb4604
dbp10859342,gbmb13011
dbp3448368,gbmb8865
dbp2180735,gbmb3345
dbp1829841,gbmb28817
dbp3060688,gbmb6529
dbp28679742,gbmb3549
dbp18418546,gbmb21115
dbp10378310,gbmb12296
dbp22535673,gbmb26085
dbp15151353,gbmb22672
dbp2434405,gbmb4881
dbp1102819,gbmb9376
dbp15723707,gbmb21776
dbp5213169,gbmb9924
dbp22948674,gbmb27927
dbp2144968,gbmb24587
dbp29898264,gbmb9122
dbp1440613,gbmb8191
dbp15778343,gbmb20817
dbp6158889,gbmb7437
dbp24338830,gbmb25223
dbp4015733,gbmb5068
dbp11122515,gbmb22162
dbp17003412,gbmb21454
dbp2290316,gbmb2412
dbp3261658,gbmb6059
dbp31871959,gbmb8408
dbp12892782,gbmb26007
dbp10807439,gbmb26643
dbp1371136,gbmb16965
dbp21789724,gbmb25492
dbp25113921,gbmb25844
dbp12960541,gbmb1890
dbp2442699,gbmb4102
dbp24356545,gbmb29211
dbp2952297,gbmb3735
dbp3809465,gbmb9186
dbp12125013,gbmb28343
dbp2820098,gbmb9909
dbp2395503,gbmb9553
dbp20300282,gbmb28403
dbp957009,gbmb9898
dbp25365816,gbmb29405
dbp5592958,gbmb8997
dbp23136945,gbmb28036
dbp1195854,gbmb7958
dbp1563159,gbmb9737
dbp27205343,gbmb7808
dbp23111622,gbmb26921
dbp21710628,gbmb7201
dbp2698996,gbmb6226
dbp21322797,gbmb25225
dbp1729657,gbmb2323
dbp19286249,gbmb8442
dbp7635074,gbmb9619
dbp23598462,gbmb27793
dbp2290314,gbmb5758
dbp10147876,gbmb22009
dbp2321189,gbmb4741
dbp12653691,gbmb22517
dbp1798512,gbmb9354
dbp15216628,gbmb2827
dbp16138367,gbmb4459
dbp20503856,gbmb23570
dbp29028840,gbmb3702
dbp23066419,gbmb26854
dbp5874428,gbmb8787
dbp11134014,gbmb11945
dbp13265889,gbmb24054
dbp6270508,gbmb9537
dbp1773190,gbmb9522
dbp13353016,gbmb20971
dbp18528242,gbmb21247
dbp3173356,gbmb7048
dbp15307573,gbmb22339
dbp2930331,gbmb3647
dbp14964713,gbmb9803
dbp10230860,gbmb23342
dbp15040467,gbmb21233
dbp10165571,gbmb20940
dbp2745891,gbmb5397
dbp181264,gbmb4549
dbp17658315,gbmb20724
dbp11149143,gbmb14722
dbp15163860,gbmb3746
dbp35415479,gbmb5842
dbp19649511,gbmb4440
dbp41849931,gbmb5859
dbp1065654,gbmb1113
dbp1051629,gbmb15961
dbp16650839,gbmb7231
dbp24157492,gbmb4064
dbp351172,gbmb5474
dbp13016227,gbmb16423
dbp1512268,gbmb16242
dbp10792367,gbmb12328
dbp24059614,gbmb26568
dbp3760517,gbmb6273
dbp3731321,gbmb7690
dbp761808,gbmb9587
dbp22744280,gbmb24493
dbp2558990,gbmb5315
dbp639831,gbmb6601
dbp3587586,gbmb6021
dbp1939369,gbmb9321
dbp10891776,gbmb2133
dbp885492,gbmb9710
dbp22186931,gbmb26888
dbp36867,gbmb4823
dbp2185627,gbmb7593
dbp2259370,gbmb9609
dbp12216379,gbmb21302
dbp26339208,gbmb8310
dbp2146618,gbmb3007
dbp15022853,gbmb23159
dbp10373719,gbmb4161
dbp20122958,gbmb25129
dbp4209990,gbmb9761
dbp10054351,gbmb11353
dbp3377681,gbmb4974
dbp23152924,gbmb25830
dbp34576417,gbmb4451
dbp13443566,gbmb5051
dbp1378871,gbmb6055
dbp27723378,gbmb29418
dbp16187734,gbmb4274
dbp23452543,gbmb27971
dbp23698060,gbmb27402
dbp2759118,gbmb4166
dbp13614370,gbmb22555
dbp636082,gbmb9409
dbp10992917,gbmb26915
dbp10485972,gbmb9261
dbp5705899,gbmb5903
dbp6116391,gbmb7480
dbp1237330,gbmb6430
dbp3977107,gbmb8339
dbp2297054,gbmb29264
dbp1548643,gbmb2755
dbp2421299,gbmb6582
dbp13088444,gbmb5422
dbp10191999,gbmb28290
dbp26625581,gbmb28528
dbp21798315,gbmb25484
dbp1088412,gbmb11178
dbp7261194,gbmb9876
dbp16720023,gbmb29599
dbp17518810,gbmb4420
dbp2194141,gbmb5426
dbp4609157,gbmb5627
dbp1120399,gbmb23137
dbp2532012,gbmb5331
dbp18685754,gbmb26351
dbp23310330,gbmb26614
dbp4707538,gbmb9182
dbp14187602,gbmb21583
dbp21469942,gbmb25263
dbp15417705,gbmb8577
dbp3221009,gbmb3686
dbp507659,gbmb9968
dbp13022937,gbmb20860
dbp2893905,gbmb5348
dbp1187764,gbmb23164
dbp2005144,gbmb9730
dbp29166911,gbmb6321
dbp3295273,gbmb3661
dbp20904576,gbmb23144
dbp1563901,gbmb27822
dbp22796860,gbmb27154
dbp14627782,gbmb23594
dbp12388673,gbmb20783
dbp19466351,gbmb27472
dbp15761589,gbmb21060
dbp16588819,gbmb25569
dbp18440503,gbmb23102
dbp12680363,gbmb23277
dbp27851100,gbmb3312
dbp1347682,gbmb6925
dbp11206225,gbmb1988
dbp1912979,gbmb5251
dbp1323540,gbmb9722
dbp11899289,gbmb27720
dbp2280793,gbmb9513
dbp18545255,gbmb25101
dbp2750081,gbmb7395
dbp2185741,gbmb7360
dbp21508667,gbmb25318
dbp1049273,gbmb3571
dbp14228465,gbmb1878
dbp2660430,gbmb6033
dbp13853900,gbmb27491
dbp10067647,gbmb6630
dbp18298754,gbmb21110
dbp16243840,gbmb20827
dbp401175,gbmb4561
dbp20099365,gbmb20925
dbp39208421,gbmb4705
dbp7464628,gbmb8555
dbp17546122,gbmb6050
dbp11089991,gbmb11120
dbp16265278,gbmb4658
dbp1994406,gbmb5251
dbp10106329,gbmb1979
dbp18321790,gbmb20740
dbp11111228,gbmb21095
dbp24450037,gbmb27669
dbp11998027,gbmb27718
dbp12386896,gbmb7569
dbp13524434,gbmb23610
dbp17472040,gbmb25000
dbp13676137,gbmb24050
dbp2690649,gbmb8887
dbp14412930,gbmb26634
dbp3790508,gbmb4685
dbp23075917,gbmb7445
dbp7009711,gbmb7540
dbp1545347,gbmb20921
dbp2534645,gbmb8653
dbp3133554,gbmb5793
dbp10424209,gbmb15385
dbp1886625,gbmb6923
dbp21453497,gbmb21680
dbp1403174,gbmb7052
dbp13059904,gbmb20873
dbp1305083,gbmb22723
dbp25533143,gbmb9860
dbp19684249,gbmb4752
dbp23014376,gbmb26596
dbp13748548,gbmb8565
dbp26119200,gbmb27210
dbp16598347,gbmb23782
dbp24563284,gbmb7175
dbp10721721,gbmb22229
dbp21100516,gbmb23266
dbp28194619,gbmb4723
dbp2708006,gbmb4233
dbp22085222,gbmb9699
dbp3690488,gbmb4819
dbp2146410,gbmb3605
dbp11144110,gbmb29814
dbp12506618,gbmb4111
dbp24460107,gbmb29910
dbp13755719,gbmb7860
dbp18386791,gbmb24915
dbp1371102,gbmb3904
dbp1796504,gbmb4692
dbp28883335,gbmb29797
dbp21065236,gbmb29371
dbp17111076,gbmb22344
dbp3811893,gbmb9752
dbp22568210,gbmb25685
dbp18501550,gbmb24035
dbp1965591,gbmb24949
dbp13808189,gbmb25443
dbp4007349,gbmb6970
dbp20217407,gbmb25538
dbp6215983,gbmb7966
dbp14645696,gbmb29127
dbp2339335,gbmb4170
dbp1507195,gbmb5821
dbp24298013,gbmb5615
dbp149592,gbmb6649
dbp1031547,gbmb6399
dbp1166903,gbmb1673
dbp4118505,gbmb6379
dbp2990105,gbmb8009
dbp5964911,gbmb7089
dbp5717750,gbmb9854
dbp17670006,gbmb22186
dbp23696905,gbmb6534
dbp17771420,gbmb2957
dbp10392052,gbmb7998
dbp739711,gbmb9286
dbp19090400,gbmb23658
dbp24540320,gbmb27265
dbp18940921,gbmb23215
dbp4758627,gbmb9394
dbp11771769,gbmb12763
dbp2828541,gbmb3399
dbp1192443,gbmb8380
dbp27676909,gbmb8993
dbp16003957,gbmb29371
dbp12499393,gbmb20862
dbp1353538,gbmb7836
dbp12487839,gbmb9884
dbp33591190,gbmb4238
dbp1022623,gbmb14656
dbp11993383,gbmb23934
dbp2055888,gbmb2192
dbp1697150,gbmb3484
dbp15227234,gbmb7228
dbp1268373,gbmb8422
dbp3602849,gbmb5597
dbp1423407,gbmb2674
dbp17194529,gbmb2561
dbp26361631,gbmb7046
dbp4844804,gbmb7196
dbp17987861,gbmb23551
dbp10381896,gbmb6169
dbp20655163,gbmb22345
dbp18117422,gbmb2420
dbp22156553,gbmb27592
dbp8808606,gbmb9134
dbp11200543,gbmb7225
dbp14917523,gbmb27976
dbp1608752,gbmb4924
dbp3952128,gbmb8652
dbp442512,gbmb5738
dbp52755,gbmb6336
dbp1170193,gbmb22475
dbp37999262,gbmb4983
dbp1159576,gbmb12824
dbp17699272,gbmb21591
dbp10960549,gbmb3091
dbp21752844,gbmb25813
dbp23067300,gbmb26840
dbp4994817,gbmb5631
dbp2971850,gbmb7727
dbp1577567,gbmb1932
dbp102493,gbmb4628
dbp14469520,gbmb23628
dbp16235434,gbmb23303
dbp1372417,gbmb15056
dbp18126365,gbmb25279
dbp2590565,gbmb5290
dbp2448923,gbmb5056
dbp16537925,gbmb22080
dbp26143212,gbmb29993
dbp23455230,gbmb27186
dbp18585508,gbmb21909
dbp14753188,gbmb22551
dbp4067749,gbmb8583
dbp2175370,gbmb8968
dbp14646473,gbmb21831
dbp3196230,gbmb3421
dbp23057829,gbmb25789
dbp3822868,gbmb5694
dbp3726089,gbmb6458
dbp11160900,gbmb20911
dbp15146639,gbmb21127
dbp2974603,gbmb4688
dbp1566486,gbmb27996
dbp19246675,gbmb23746
dbp22801853,gbmb26369
dbp2048195,gbmb8159
dbp12947607,gbmb21828
dbp14067014,gbmb27459
dbp422516,gbmb8141
dbp3896689,gbmb8572
dbp637901,gbmb6996
dbp1047196,gbmb9493
dbp3152625,gbmb8810
dbp1563742,gbmb16148
dbp20281816,gbmb25518
dbp10508566,gbmb13502
dbp6065111,gbmb8802
dbp2173736,gbmb7995
dbp20157132,gbmb25989
dbp2613214,gbmb3861
dbp11172282,gbmb20751
dbp19142192,gbmb2682
dbp10004038,gbmb21229
dbp23333844,gbmb25847
dbp2167286,gbmb8234
dbp17291373,gbmb23647
dbp17788656,gbmb21230
dbp22557848,gbmb6880
dbp24881564,gbmb29286
dbp2115180,gbmb22684
dbp1759092,gbmb2223
dbp22289232,gbmb26805
dbp14705903,gbmb15686
dbp11300654,gbmb11786
dbp2439581,gbmb9108
dbp18131560,gbmb20777
dbp23487408,gbmb25859
dbp24525989,gbmb28484
dbp12041160,gbmb8955
dbp17143596,gbmb22964
dbp2830511,gbmb8865
dbp2052512,gbmb2875
dbp11182376,gbmb15273
dbp17674741,gbmb26184
dbp2052535,gbmb8021
dbp1307965,gbmb9651
dbp454022,gbmb6074
dbp21417175,gbmb24107
dbp2040867,gbmb22028
dbp16955304,gbmb5817
dbp12564922,gbmb3217
dbp2173741,gbmb7995
dbp18889161,gbmb24980
dbp2395503,gbmb24434
dbp23969454,gbmb28147
dbp1213864,gbmb21182
dbp4278410,gbmb5296
dbp14132920,gbmb25413
dbp13744137,gbmb20959
dbp2982597,gbmb8992
dbp22601783,gbmb26724
dbp14713779,gbmb21426
dbp18455886,gbmb21425
dbp13053442,gbmb2948
dbp11164988,gbmb13250
dbp11978823,gbmb22533
dbp1426564,gbmb2286
dbp14936681,gbmb22439
dbp12783943,gbmb26559
dbp25616365,gbmb26727
dbp11417394,gbmb27498
dbp1040538,gbmb15953
dbp15628590,gbmb9467
dbp17540460,gbmb23520
dbp1587371,gbmb2178
dbp26417954,gbmb8745
dbp159320,gbmb6653
dbp2621254,gbmb9882
dbp2803916,gbmb6739
dbp17115665,gbmb25544
dbp2149333,gbmb9936
dbp215467,gbmb5095
dbp8380815,gbmb8772
dbp12370669,gbmb2133
dbp19623896,gbmb21123
dbp26086909,gbmb5058
dbp19973153,gbmb27655
dbp1299675,gbmb15844
dbp1548896,gbmb7068
dbp14465777,gbmb23222
dbp14602473,gbmb4621
dbp1075401,gbmb3935
dbp2307667,gbmb27072
dbp19568884,gbmb23953
dbp18091223,gbmb26467
dbp12084691,gbmb27028
dbp1463317,gbmb3465
dbp25849752,gbmb7145
dbp23991729,gbmb27328
dbp1125766,gbmb16559
dbp1634914,gbmb4474
dbp67461,gbmb9719
dbp1312733,gbmb13488
dbp1215417,gbmb5995
dbp24158498,gbmb9770
dbp29181609,gbmb8957
dbp17392118,gbmb23795
dbp6351164,gbmb9304
dbp1066808,gbmb7481
dbp23065058,gbmb28502
dbp289874,gbmb7236
dbp1980010,gbmb24592
dbp20486132,gbmb23704
dbp11868881,gbmb22735
dbp6748890,gbmb7739
dbp1789064,gbmb5842
dbp2249821,gbmb7246
dbp2534816,gbmb6498
dbp2384933,gbmb6316
dbp2185544,gbmb7500
dbp19555831,gbmb23977
dbp3594227,gbmb5509
dbp28586827,gbmb29550
dbp2813258,gbmb7239
dbp2257770,gbmb6290
dbp2175391,gbmb8238
dbp28936411,gbmb5332
dbp10305214,gbmb1666
dbp1465827,gbmb2754
dbp10314975,gbmb15191
dbp18307957,gbmb21482
dbp4257411,gbmb8670
dbp2452764,gbmb7019
dbp17609100,gbmb28569
dbp4912279,gbmb9017
dbp3191519,gbmb5108
dbp10286517,gbmb27782
dbp24385318,gbmb28178
dbp21956321,gbmb25252
dbp21306940,gbmb25193
dbp2173746,gbmb3384
dbp5721726,gbmb9279
dbp1160923,gbmb21875
dbp165155,gbmb9112
dbp2929354,gbmb6710
dbp18860348,gbmb23620
dbp10742757,gbmb21793
dbp17649225,gbmb21312
dbp1184444,gbmb15847
dbp1774708,gbmb1831
dbp2439706,gbmb3064
dbp1723091,gbmb6879
dbp24013717,gbmb29046
dbp18352158,gbmb27203
dbp27461709,gbmb4088
dbp12847059,gbmb13118
dbp23839177,gbmb25411
dbp2193947,gbmb4939
dbp6356549,gbmb8934
dbp11867704,gbmb23039
dbp1564842,gbmb26740
dbp18216663,gbmb7359
dbp8233633,gbmb9658
dbp1563133,gbmb29838
dbp2034853,gbmb5737
dbp19743533,gbmb25996
dbp24874836,gbmb28966
dbp2154706,gbmb4670
dbp1566486,gbmb8765
dbp106289,gbmb3983
dbp1896022,gbmb2305
dbp15535847,gbmb20847
dbp1169931,gbmb14292
dbp16368219,gbmb16927
dbp3843563,gbmb9867
dbp29752115,gbmb9690
dbp1916323,gbmb3167
dbp4911649,gbmb5356
dbp11876731,gbmb16325
dbp11574260,gbmb20959
dbp14410549,gbmb16270
dbp24502256,gbmb26716
dbp19958528,gbmb25202
dbp10568733,gbmb4707
dbp26158128,gbmb29036
dbp1110338,gbmb13493
dbp5371748,gbmb8088
dbp1209446,gbmb5717
dbp23666304,gbmb27245
dbp6235184,gbmb7753
dbp32182848,gbmb9428
dbp13191813,gbmb2148
dbp27463825,gbmb5055
dbp11250920,gbmb5726
dbp1620297,gbmb6959
dbp10201090,gbmb2607
dbp21409674,gbmb25294
dbp25169786,gbmb9625
dbp207132,gbmb7756
dbp356690,gbmb3645
dbp1884071,gbmb2347
dbp1030025,gbmb13617
dbp1222636,gbmb1842
dbp22819347,gbmb29418
dbp17224120,gbmb21038
dbp6167671,gbmb9661
dbp22044198,gbmb25479
dbp2343798,gbmb26711
dbp1082724,gbmb22804
dbp18746747,gbmb20947
dbp19609302,gbmb21174
dbp25412420,gbmb2798
dbp13514848,gbmb27311
dbp17672739,gbmb7860
dbp10321606,gbmb21232
dbp1598260,gbmb2388
dbp27851082,gbmb8906
dbp10653382,gbmb29072
dbp4030458,gbmb6823
dbp30873388,gbmb7391
dbp2472055,gbmb2998
dbp1260430,gbmb16531
dbp219731,gbmb3970
dbp15307580,gbmb22323
dbp2173746,gbmb5113
dbp26564012,gbmb4514
dbp1608545,gbmb16708
dbp2878737,gbmb7556
dbp17752519,gbmb24380
dbp5773034,gbmb6973
dbp12887135,gbmb21592
dbp11134447,gbmb2364
dbp1474157,gbmb5557
dbp19735893,gbmb25995
dbp19440679,gbmb22695
dbp2146496,gbmb8679
dbp2261019,gbmb9301
dbp3783094,gbmb8474
dbp16168021,gbmb24376
dbp1127169,gbmb7226
dbp22612776,gbmb25286
dbp3229577,gbmb8253
dbp7378990,gbmb8050
dbp26248401,gbmb28223
dbp1185772,gbmb4505
dbp1305143,gbmb29608
dbp1157774,gbmb4912
dbp23969658,gbmb27821
dbp22010244,gbmb25161
dbp24128785,gbmb26889
dbp10920831,gbmb15255
dbp20886057,gbmb25419
dbp12766578,gbmb9743
dbp19728515,gbmb24079
dbp25264238,gbmb29289
dbp2147038,gbmb7106
dbp2277047,gbmb5901
dbp10166889,gbmb22469
dbp32051552,gbmb4955
dbp3798815,gbmb5556
dbp21897158,gbmb27556
dbp28036278,gbmb29122
dbp10492010,gbmb16314
dbp2271634,gbmb8574
dbp10942294,gbmb24164
dbp24006447,gbmb8695
dbp32289797,gbmb7643
dbp5083558,gbmb9607
dbp11819422,gbmb22565
dbp27437376,gbmb29393
dbp3788450,gbmb5517
dbp22976443,gbmb6587
dbp21401884,gbmb26263
dbp17255501,gbmb27048
dbp25698528,gbmb29675
dbp21408750,gbmb25262
dbp27905512,gbmb3599
dbp13743493,gbmb15674
dbp12094151,gbmb6869
dbp1038007,gbmb1980
dbp3726194,gbmb5069
dbp1965591,gbmb7094
dbp1818664,gbmb1863
dbp1018704,gbmb13567
dbp938757,gbmb9890
dbp34036191,gbmb4713
dbp2140666,gbmb8145
dbp15342067,gbmb21220
dbp14380634,gbmb2536
dbp14410135,gbmb27397
dbp1583184,gbmb1896
dbp6515845,gbmb6844
dbp1563901,gbmb2491
dbp2110825,gbmb2861
dbp21065236,gbmb25737
dbp12374528,gbmb4209
dbp661659,gbmb7540
dbp10991365,gbmb15401
dbp1739819,gbmb6363
dbp11847908,gbmb9164
dbp3459213,gbmb3544
dbp1788885,gbmb4652
dbp7735470,gbmb9102
dbp1014007,gbmb10488
dbp1408687,gbmb7095
dbp20103954,gbmb24218
dbp15888626,gbmb26410
dbp11502493,gbmb7349
dbp23713872,gbmb25422
dbp25256261,gbmb29321
dbp28868086,gbmb3274
dbp22770888,gbmb26401
dbp1364696,gbmb8153
dbp1312213,gbmb7659
dbp1932355,gbmb24167
dbp1043974,gbmb8178
dbp23977774,gbmb27845
dbp23557153,gbmb26202
dbp705327,gbmb8791
dbp3296190,gbmb9459
dbp2295079,gbmb23839
dbp11974690,gbmb25050
dbp18448023,gbmb23783
dbp23179216,gbmb27006
dbp40106135,gbmb9513
dbp1328565,gbmb5741
dbp2146451,gbmb2264
dbp3144438,gbmb3354
dbp2635152,gbmb28998
dbp2757511,gbmb6311
dbp10767793,gbmb13679
dbp12582012,gbmb21503
dbp2082145,gbmb7910
dbp1580726,gbmb7197
dbp19104109,gbmb23498
dbp2093344,gbmb4542
dbp1674691,gbmb22072
dbp22748917,gbmb27574
dbp17929944,gbmb4028
dbp10473598,gbmb5161
dbp18221539,gbmb21093
dbp2130485,gbmb6567
dbp27314766,gbmb29430
dbp2966234,gbmb4487
dbp1261600,gbmb2190
dbp4813388,gbmb8388
dbp1300990,gbmb3989
dbp178883,gbmb7004
dbp4067988,gbmb8598
dbp4123170,gbmb5960
dbp23333891,gbmb25334
dbp9086170,gbmb9264
dbp2123141,gbmb5441
dbp14098106,gbmb22801
dbp18917345,gbmb20968
dbp16111059,gbmb25576
dbp32915222,gbmb4539
dbp1198322,gbmb5026
dbp1969647,gbmb27569
dbp31807496,gbmb8387
dbp10422767,gbmb29073
dbp24892153,gbmb3001
dbp13028731,gbmb27056
dbp16003957,gbmb25737
dbp1663525,gbmb5721
dbp19916311,gbmb9496
dbp1663525,gbmb24789
dbp1858192,gbmb21665
dbp4378372,gbmb8035
dbp17833534,gbmb21054
dbp25636373,gbmb29587
dbp17426641,gbmb5731
dbp14386534,gbmb22931
dbp169825,gbmb3909
dbp1776844,gbmb7637
dbp2175381,gbmb4776
dbp40077017,gbmb4367
dbp13154601,gbmb2702
dbp1731682,gbmb8147
dbp13422848,gbmb5311
dbp2066288,gbmb6026
dbp24781241,gbmb5244
dbp24171880,gbmb9274
dbp1678784,gbmb2744
dbp20134656,gbmb8053
dbp2431975,gbmb4822
dbp140284,gbmb15346
dbp2145972,gbmb4474
dbp2843056,gbmb8898
dbp7018163,gbmb8165
dbp12641940,gbmb27002
dbp1965412,gbmb22830
dbp13011809,gbmb16388
dbp1545385,gbmb9038
dbp12641940,gbmb27004
dbp39841248,gbmb8799
dbp17612463,gbmb20819
dbp3974847,gbmb5465
dbp7551338,gbmb8550
dbp12314381,gbmb8376
dbp22529216,gbmb27022
dbp17781677,gbmb22930
dbp24493266,gbmb3186
dbp1044218,gbmb13779
dbp16682559,gbmb21175
dbp12468247,gbmb23903
dbp13578160,gbmb4071
dbp11219507,gbmb26733
dbp25378460,gbmb29413
dbp12550841,gbmb21953
dbp11541852,gbmb8668
dbp1845583,gbmb3729
dbp24003456,gbmb8092
dbp31865847,gbmb9816
dbp12235779,gbmb20899
dbp12892261,gbmb6838
dbp240698,gbmb6125
dbp17467074,gbmb21364
